VariableName,Form,VariableType,ShortDescriptor,DataType,AllowableCodes
APPSEV,b5,Original UDS question,Appetite and eating severity,Numeric longitudinal," 1 = Mild (noticeable, but not a significant 
	change)
2 = Moderate (significant, but not a dramatic change)
3 = Severe (very marked or prominent; a dramatic change)
8 = Not applicable, no appetite or eating problems reported
9 = Unknown
-4 = Not available: UDS form submitted did not collect data in this way, or a skip pattern precludes response to this question"
NOGDS,b6,Original UDS question,"Is the subject able to complete the GDS, based on the clinician's best judgment?",Numeric longitudinal," 0 = Able to complete the GDS
1 = Not able to complete the GDS
-4 = Not available: UDS form submitted did not collect data in this way, or a skip pattern precludes response to this question"
SATIS,b6,Original UDS question,Are you basically satisfied with your life?,Numeric longitudinal," 0 = Yes
1 = No
9 = Did not answer
-4 = Not available: UDS form submitted did not collect data in this way, or a skip pattern precludes response to this question"
DROPACT,b6,Original UDS question,Have you dropped many of your activities and interests?,Numeric longitudinal," 0 = No
1 = Yes
9 = Did not answer
-4 = Not available: UDS form submitted did not collect data in this way, or a skip pattern precludes response to this question"
EMPTY,b6,Original UDS question,Do you feel that your life is empty?,Numeric longitudinal," 0 = No
1 = Yes
9 = Did not answer
-4 = Not available: UDS form submitted did not collect data in this way, or a skip pattern precludes response to this question"
BORED,b6,Original UDS question,Do you often get bored?,Numeric longitudinal," 0 = No
1 = Yes
9 = Did not answer
-4 = Not available: UDS form submitted did not collect data in this way, or a skip pattern precludes response to this question"
SPIRITS,b6,Original UDS question,Are you in good spirits most of the time?,Numeric longitudinal," 0 = Yes
1 = No
9 = Did not answer
-4 = Not available: UDS form submitted did not collect data in this way, or a skip pattern precludes response to this question"
AFRAID,b6,Original UDS question,Are you afraid that something bad is going to happen to you?,Numeric longitudinal," 0 = No
1 = Yes
9 = Did not answer
-4 = Not available: UDS form submitted did not collect data in this way, or a skip pattern precludes response to this question"
HAPPY,b6,Original UDS question,Do you feel happy most of the time?,Numeric longitudinal," 0 = Yes
1 = No
9 = Did not answer
-4 = Not available: UDS form submitted did not collect data in this way, or a skip pattern precludes response to this question"
HELPLESS,b6,Original UDS question,Do you often feel helpless?,Numeric longitudinal," 0 = No
1 = Yes
9 = Did not answer
-4 = Not available: UDS form submitted did not collect data in this way, or a skip pattern precludes response to this question"
STAYHOME,b6,Original UDS question,"Do you prefer to stay at home, rather than going out and doing new things?",Numeric longitudinal," 0 = No
1 = Yes
9 = Did not answer
-4 = Not available: UDS form submitted did not collect data in this way, or a skip pattern precludes response to this question"
MEMPROB,b6,Original UDS question,Do you feel you have more problems with memory than most?,Numeric longitudinal," 0 = No
1 = Yes
9 = Did not answer
-4 = Not available: UDS form submitted did not collect data in this way, or a skip pattern precludes response to this question"
WONDRFUL,b6,Original UDS question,Do you think it is wonderful to be alive now?,Numeric longitudinal," 0 = Yes
1 = No
9 = Did not answer
-4 = Not available: UDS form submitted did not collect data in this way, or a skip pattern precludes response to this question"
WRTHLESS,b6,Original UDS question,"Do you feel pretty worthless the way you 
are now?",Numeric longitudinal," 0 = No
1 = Yes
9 = Did not answer
-4 = Not available: UDS form submitted did not collect data in this way, or a skip pattern precludes response to this question"
ENERGY,b6,Original UDS question,Do you feel full of energy?,Numeric longitudinal," 0 = Yes
1 = No
9 = Did not answer
-4 = Not available: UDS form submitted did not collect data in this way, or a skip pattern precludes response to this question"
HOPELESS,b6,Original UDS question,Do you feel that your situation is hopeless?,Numeric longitudinal," 0 = No
1 = Yes
9 = Did not answer
-4 = Not available: UDS form submitted did not collect data in this way, or a skip pattern precludes response to this question"
BETTER,b6,Original UDS question,Do you think that most people are better off than you are?,Numeric longitudinal," 0 = No
1 = Yes
9 = Did not answer
-4 = Not available: UDS form submitted did not collect data in this way, or a skip pattern precludes response to this question"
NACCGDS,b6,NACC derived variable,Total GDS Score,Numeric longitudinal," 0 - 15
88 = Could not be calculated
-4 = Not available: UDS form submitted did not collect data in this way, or a skip pattern precludes response to this question"
BILLS,b7,Original UDS question,"In the past four weeks, did the subject have any difficulty or need help with: Writing checks, paying bills, or balancing a checkbook",Numeric longitudinal," 0 = Normal
1 = Has difficulty, but does by self
2 = Requires assistance
3 = Dependent
8 = Not applicable (e.g., never did)
9 = Unknown
-4 = Not available: UDS form submitted did not collect data in this way, or a skip pattern precludes response to this question"
TAXES,b7,Original UDS question,"In the past four weeks, did the subject have any difficulty or need help with: Assembling tax records, business affairs, or other papers",Numeric longitudinal," 0 = Normal
1 = Has difficulty, but does by self
2 = Requires assistance
3 = Dependent
8 = Not applicable (e.g., never did)
9 = Unknown
-4 = Not available: UDS form submitted did not collect data in this way, or a skip pattern precludes response to this question."
SHOPPING,b7,Original UDS question,"In the past four weeks, did the subject have any difficulty or need help with: Shopping alone for clothes, household necessities, or groceries",Numeric longitudinal," 0 = Normal
1 = Has difficulty, but does by self
2 = Requires assistance
3 = Dependent
8 = Not applicable (e.g., never did)
9 = Unknown
-4 = Not available: UDS form submitted did not collect data in this way, or a skip pattern precludes response to this question"
GAMES,b7,Original UDS question,"In the past four weeks, did the subject have any difficulty or need help with: Playing a game of skill such as bridge or chess, working on a hobby",Numeric longitudinal," 0 = Normal
1 = Has difficulty, but does by self
2 = Requires assistance
3 = Dependent
8 = Not applicable (e.g., never did)
9 = Unknown
-4 = Not available: UDS form submitted did not collect data in this way, or a skip pattern precludes response to this question"
STOVE,b7,Original UDS question,"In the past four weeks, did the subject have any difficulty or need help with: Heating water, making a cup of coffee, turning off the stove",Numeric longitudinal," 0 = Normal
1 = Has difficulty, but does by self
2 = Requires assistance
3 = Dependent
8 = Not applicable (e.g., never did)
9 = Unknown
-4 = Not available: UDS form submitted did not collect data in this way, or a skip pattern precludes response to this question"
MEALPREP,b7,Original UDS question,"In the past four weeks, did the subject have any difficulty or need help with: Preparing a balanced meal",Numeric longitudinal," 0 = Normal
1 = Has difficulty, but does by self
2 = Requires assistance
3 = Dependent
8 = Not applicable (e.g., never did)
9 = Unknown
-4 = Not available: UDS form submitted did not collect data in this way, or a skip pattern precludes response to this question"
EVENTS,b7,Original UDS question,"In the past four weeks, did the subject have any difficulty or need help with: Keeping track of current events",Numeric longitudinal," 0 = Normal
1 = Has difficulty, but does by self
2 = Requires assistance
3 = Dependent
8 = Not applicable (e.g., never did)
9 = Unknown
-4 = Not available: UDS form submitted did not collect data in this way, or a skip pattern precludes response to this question"
PAYATTN,b7,Original UDS question,"In the past four weeks, did the subject have any difficulty or need help with: Paying attention to and understanding a TV program, book, or magazine",Numeric longitudinal," 0 = Normal
1 = Has difficulty, but does by self
2 = Requires assistance
3 = Dependent
8 = Not applicable (e.g., never did)
9 = Unknown
-4 = Not available: UDS form submitted did not collect data in this way, or a skip pattern precludes response to this question"
REMDATES,b7,Original UDS question,"In the past four weeks, did the subject have any difficulty or need help with: Remembering appointments, family occasions, holidays, medications",Numeric longitudinal," 0 = Normal
1 = Has difficulty, but does by self
2 = Requires assistance
3 = Dependent
8 = Not applicable (e.g., never did)
9 = Unknown
-4 = Not available: UDS form submitted did not collect data in this way, or a skip pattern precludes response to this question"
TRAVEL,b7,Original UDS question,"In the past four weeks, did the subject have any difficulty or need help with: Traveling out of the neighborhood, driving, or arranging to take public transportation",Numeric longitudinal," 0 = Normal
1 = Has difficulty, but does by self
2 = Requires assistance
3 = Dependent
8 = Not applicable (e.g., never did)
9 = Unknown
-4 = Not available: UDS form submitted did not collect data in this way, or a skip pattern precludes response to this question"
NACCNREX,b8,NACC derived variable,Were all findings unremarkable?,Numeric longitudinal," 0 = Abnormal findings	  
1 = No abnormal findings or findings normal for age
9 = Unknown
-4 = Not available: UDS form submitted did not collect data in this way, or a skip pattern precludes response to this question"
NORMEXAM,b8,Original UDS question,Were there abnormal neurological exam findings?,Numeric longitudinal," 0 = No abnormal findings	  
1 = Yes - abnormal findings were consistent with syndromes listed in Questions 2-8
2 = Yes - abnormal findings were consistent with age-associated changes or irrelevant to dementing disorders (e.g., Bell's palsy)
-4 = Not available: UDS form submitted did not collect data in this way, or a skip pattern precludes response to this question"
